ACRES_AG_1MI,ANIMAL_COUNT,COUNTYNAME,Lagoon,Operation,APP_RATE,Regulate_1,SOURCE,Status,WASTE_OUTPUT,X,Y,geometry
642,5880,Sampson,1,"Tyndall Hog & Chicken Farm, Inc.",8490,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5450760,-78.3689,35.0967,POINT (-78.3689 35.0967)
583,4000,Sampson,2,P-23,21976,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,12812000,-78.3745,35.1092,POINT (-78.3745 35.1092)
531,5880,Sampson,2,Darden Farms,10265,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5450760,-78.3007,35.0923,POINT (-78.30070000000001 35.0923)
1134,5880,Sampson,2,Brewer Hog Farm 1-8,4807,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5450760,-78.2679,35.1014,POINT (-78.2679 35.1014)
1284,6480,Sampson,2,Millbrook Farms Inc.,4678,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6006960,-78.202,35.0865,POINT (-78.202 35.0865)
1493,2000,Duplin,1,Farm #20 / 3620,4291,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,6406000,-78.1378,35.0953,POINT (-78.1378 35.0953)
687,5820,Duplin,1,Carroll & Avice Jackson Farm #1,7853,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5395140,-78.0275,35.0972,POINT (-78.0275 35.0972)
1021,14391,Duplin,4,J.E. Grady Farms #1 - 4,13066,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,13340457,-77.9492,35.0964,POINT (-77.9492 35.0964)
945,2880,Duplin,2,Bluetick Farm,2825,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2669760,-77.9255,35.0865,POINT (-77.9255 35.0865)
1148,1196,Duplin,1,Kornegay Farms,966,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1108692,-77.8883,35.0969,POINT (-77.8883 35.0969)
730,4896,Duplin,2,Paradise Hog Farm & Camp Branch,6217,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4538592,-77.8628,35.0869,POINT (-77.86279999999999 35.0869)
562,4348,Duplin,2,Brent & Evelyn Davis Farm,7172,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4030596,-77.82,35.0969,POINT (-77.81999999999999 35.0969)
1132,4896,Duplin,1,Faison Smith Farm,4009,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4538592,-77.7903,35.0897,POINT (-77.7903 35.0897)
1136,3950,Duplin,2,Jonathon & Jerald Harper Farm,3223,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3661650,-77.7833,35.0986,POINT (-77.7833 35.0986)
891,4763,Duplin,1,Romeo Weston Farm,1021,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,909733,-77.7544,35.0833,POINT (-77.7544 35.0833)
1013,5700,Lenoir,2,Jonestown Hog Farm LLC,5216,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5283900,-77.6528,35.0781,POINT (-77.6528 35.0781)
713,7854,Jones,2,Farm # 3507 & 3508,35282,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,25156362,-77.5658,35.0781,POINT (-77.5658 35.0781)
767,600,Jones,1,Robert Cox Green Farm,2506,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,1921800,-77.445,35.0686,POINT (-77.44499999999999 35.0686)
1100,3520,Jones,1,Triple K Farms - 2,2966,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3263040,-77.3947,35.0717,POINT (-77.3947 35.0717)
694,735,Sampson,1,D & K Farm,982,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,681345,-78.6019,35.0734,POINT (-78.6019 35.0734)
953,5580,Sampson,1,McPhail Farms,1118,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1065780,-78.5541,35.0701,POINT (-78.55410000000001 35.0701)
938,9080,Sampson,3,Earl Honeycutt Farm,1849,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1734280,-78.4899,35.0578,POINT (-78.48990000000001 35.0578)
1042,6978,Sampson,1,Stokes D McKoy Farm,6208,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6468606,-78.4581,35.0651,POINT (-78.4581 35.0651)
1005,735,Sampson,1,D&A Naylor,678,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,681345,-78.4642,35.0746,POINT (-78.46420000000001 35.0746)
1248,480,Sampson,1,Lindsey Pope House #9,357,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,444960,-78.4078,35.071,POINT (-78.40779999999999 35.071)
1105,5145,Sampson,2,B&B Tyndall Farm,4316,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4769415,-78.3914,35.0809,POINT (-78.3914 35.0809)
601,8820,Sampson,2,Pope & Son Houses #1-8 & 10-13,13604,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,8176140,-78.3797,35.0775,POINT (-78.3797 35.0775)
811,2400,Sampson,1,2702,9479,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,7687200,-78.3326,35.0882,POINT (-78.3326 35.0882)
1063,5760,Sampson,2,King 9-16,5023,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5339520,-78.2623,35.079,POINT (-78.2623 35.079)
1065,6400,Duplin,2,Pork KROP Inc Sites 1 & 2,5571,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5932800,-78.125,35.0639,POINT (-78.125 35.0639)
902,3000,Duplin,1,Thomas Wilson Farm,3083,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2781000,-78.1083,35.0722,POINT (-78.1083 35.0722)
1123,11520,Duplin,1,Sansanqua Farms,9509,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,10679040,-78.0636,35.0786,POINT (-78.06359999999999 35.0786)
701,15920,Duplin,5,Friendship,21053,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,14757840,-78.0477,35.0878,POINT (-78.04770000000001 35.0878)
818,5880,Duplin,2,Gordan Rouse Ivey Farm,6664,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5450760,-77.9839,35.0886,POINT (-77.98390000000001 35.0886)
762,1860,Duplin,1,Dail Farm Inc,2263,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1724220,-77.9406,35.0758,POINT (-77.9406 35.0758)
922,3200,Duplin,1,Elsie and Nick Herring Nursery,663,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,611200,-77.8969,35.0625,POINT (-77.8969 35.0625)
649,3520,Duplin,1,MKM Farms,5028,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3263040,-77.8653,35.08,POINT (-77.8653 35.08)
536,6000,Duplin,1,Freeman Murphy Farm,2138,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1146000,-77.85,35.0767,POINT (-77.84999999999999 35.0767)
409,1760,Duplin,1,K & T Farm,822,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,336160,-77.8389,35.0758,POINT (-77.8389 35.0758)
1074,11016,Duplin,3,OK Hog Farm #1 - 3,9508,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,10211832,-77.7917,35.0692,POINT (-77.79170000000001 35.0692)
732,5420,Duplin,3,Jimmy Britt Farm,6864,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5024340,-77.7533,35.0792,POINT (-77.7533 35.0792)
907,1440,Lenoir,1,Faith Farms,1472,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1334880,-77.7085,35.0751,POINT (-77.7085 35.0751)
642,11933,Jones,1,Stilley Farm,17230,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,11061891,-77.5273,35.0638,POINT (-77.5273 35.0638)
459,1200,Sampson,1,James Frank Williams,499,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,229200,-78.6488,35.0456,POINT (-78.64879999999999 35.0456)
816,3672,Sampson,1,Tyndall & Sons Farm,4172,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-78.5737,35.061,POINT (-78.5737 35.061)
954,2448,Sampson,1,Honeycutt & Honeycutt,2379,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2269296,-78.5491,35.0605,POINT (-78.5491 35.0605)
1017,2448,Sampson,1,Robert Holland Farm,2231,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2269296,-78.5234,35.0436,POINT (-78.5234 35.0436)
1063,4880,Sampson,1,Franklin Lindsay Farm,4256,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4523760,-78.4142,35.0528,POINT (-78.41419999999999 35.0528)
910,8700,Sampson,1,Randy Tyndall Farm,1826,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1661700,-78.3879,35.0429,POINT (-78.3879 35.0429)
324,6080,Sampson,1,James Herring Farm,3584,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1161280,-78.3639,35.0312,POINT (-78.3639 35.0312)
1176,5680,Sampson,3,"Zack McCullen Farm1-4, 7-10",4477,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5265360,-78.3027,35.0472,POINT (-78.3027 35.0472)
892,1860,Sampson,1,D&Z Farms,1933,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1724220,-78.3111,35.058,POINT (-78.3111 35.058)
923,6400,Sampson,1,Ray Gainey,1324,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1222400,-78.2865,35.0571,POINT (-78.2865 35.0571)
880,5760,Sampson,2,King 1 - 8,6068,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5339520,-78.2651,35.0736,POINT (-78.2651 35.0736)
969,1400,Sampson,0,Farm 2148,5578,Swine - Farrow to Feeder,NC Dept. of Environmental Quality,Active,5405400,-78.2069,35.059,POINT (-78.2069 35.059)
1044,10496,Sampson,1,Farm 2039,9320,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,9729792,-78.2154,35.072,POINT (-78.2154 35.072)
1042,7040,Duplin,1,"Jim Grady and Sons, Inc.",6263,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6526080,-78.0678,35.0653,POINT (-78.06780000000001 35.0653)
983,7200,Duplin,2,S & J Farms #2,6790,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6674400,-78.0531,35.0697,POINT (-78.0531 35.0697)
701,3500,Duplin,2,Hairr I Sow Farm,15992,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,11210500,-78.0167,35.0683,POINT (-78.0167 35.0683)
787,12960,Duplin,3,Goshen Ridge Farms,15265,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,12013920,-77.9694,35.0758,POINT (-77.96939999999999 35.0758)
836,11016,Duplin,4,Bell Enterprises Inc. Farm #2-4,12215,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,10211832,-77.9569,35.0736,POINT (-77.9569 35.0736)
471,2411,Duplin,1,Triumph Farm,16396,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,7722433,-77.9242,35.0569,POINT (-77.9242 35.0569)
803,2160,Duplin,1,Steve Smith Farm,2494,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2002320,-77.8587,35.0576,POINT (-77.8587 35.0576)
1089,5760,Duplin,2,Family Farms Inc,4903,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5339520,-77.8003,35.0569,POINT (-77.80029999999999 35.0569)
1011,2480,Duplin,2,John Smith Jr. Sow Farm,2274,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2298960,-77.7647,35.0489,POINT (-77.7647 35.0489)
642,20009,Lenoir,6,The Pig Ranch,28892,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,18548343,-77.6873,35.0437,POINT (-77.68729999999999 35.0437)
676,3624,Lenoir,2,S&S Hog Farm,4970,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3359448,-77.7155,35.0566,POINT (-77.71550000000001 35.0566)
412,7577,Lenoir,1,Cypress Lane Farms,3513,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1447207,-77.6747,35.0544,POINT (-77.6747 35.0544)
103,600,Lenoir,1,Lenior Boar Stud,22491,Swine - Boar/Stud,NC Dept. of Environmental Quality,Active,2316600,-77.6606,35.0509,POINT (-77.6606 35.0509)
690,2400,Lenoir,2,Whaley Farm,11141,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,7687200,-77.6072,35.0689,POINT (-77.60720000000001 35.0689)
660,7927,Jones,2,Farm # 3509 & 3722,38470,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,25390181,-77.5417,35.0538,POINT (-77.54170000000001 35.0538)
699,13123,Jones,6,Andrews Farm,17403,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,12165021,-77.4383,35.05,POINT (-77.4383 35.05)
817,1100,Sampson,2,Sampson Sow Farm,4312,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,3523300,-78.5687,35.0328,POINT (-78.56870000000001 35.0328)
1009,1240,Sampson,1,Lynn Tew Farm,1139,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1149480,-78.5186,35.0265,POINT (-78.51860000000001 35.0265)
1167,4896,Sampson,1,McKenzie Finishing,3889,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4538592,-78.4669,35.0226,POINT (-78.4669 35.0226)
905,4410,Sampson,2,"Hollingsworth Farms, Inc.",4517,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4088070,-78.4549,35.0242,POINT (-78.45489999999999 35.0242)
1066,5600,Sampson,2,Matt Butler Farm,1003,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1069600,-78.4394,35.045,POINT (-78.43940000000001 35.045)
1093,5760,Sampson,1,Butler Farms,1007,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1100160,-78.4295,35.0411,POINT (-78.4295 35.0411)
772,10496,Sampson,1,Farm 2046,12603,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,9729792,-78.2413,35.0529,POINT (-78.2413 35.0529)
911,8000,Sampson,2,Passingham Farm,8141,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,7416000,-78.2152,35.0534,POINT (-78.2152 35.0534)
1015,6966,Sampson,1,Farm 2026,6362,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6457482,-78.1765,35.0491,POINT (-78.1765 35.0491)
950,9792,Duplin,2,Linda's Farm,9555,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,9077184,-78.1403,35.0547,POINT (-78.1403 35.0547)
1071,14375,Duplin,4,Scott Farm Sites 1-4,10416,Swine - Wean to Finish,NC Dept. of Environmental Quality,Active,11155000,-78.09,35.0467,POINT (-78.09 35.0467)
1105,6600,Duplin,1,Winters Tract - Grady,5537,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6118200,-78.0778,35.0575,POINT (-78.0778 35.0575)
1167,10310,Duplin,3,Farm 2029,8190,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,9557370,-78.0333,35.0425,POINT (-78.0333 35.0425)
495,7344,Duplin,3,Bowles & Son Farm #1,13753,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6807888,-77.98,35.0542,POINT (-77.98 35.0542)
435,5950,Duplin,2,Cottle Farm,12680,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5515650,-77.9365,35.0446,POINT (-77.9365 35.0446)
832,9792,Duplin,2,"Bell Enterprises 1,9",10910,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,9077184,-77.8733,35.0567,POINT (-77.8733 35.0567)
1011,3672,Duplin,2,Lynn & Annette Smith Farm,3367,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-77.8272,35.0264,POINT (-77.8272 35.0264)
611,5760,Duplin,1,Kitty Noecker Farm,8739,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5339520,-77.7917,35.0286,POINT (-77.79170000000001 35.0286)
964,3600,Duplin,1,Ernie Rouse Farm,3462,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3337200,-77.7758,35.0361,POINT (-77.7758 35.0361)
505,2700,Jones,2,Hill and Taylor Farm,4956,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2502900,-77.6156,35.0386,POINT (-77.6156 35.0386)
552,6400,Sampson,2,Marcus Daniels Farm,10748,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5932800,-78.5869,34.9945,POINT (-78.5869 34.9945)
818,7800,Sampson,2,Pig Trott Nursery,1821,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1489800,-78.5725,35.0132,POINT (-78.57250000000001 35.0132)
907,1240,Sampson,1,Brandon Faircloth Farm,1267,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1149480,-78.5424,35.0187,POINT (-78.5424 35.0187)
1021,3200,Sampson,1,K&T Farms,599,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,611200,-78.4323,35.0232,POINT (-78.4323 35.0232)
1017,7350,Sampson,1,Boneys Bros. Hog Farm 1-10,6700,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6813450,-78.4021,35.0054,POINT (-78.4021 35.0054)
224,4896,Sampson,2,Knotty Pine Farm,20262,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4538592,-78.3679,35.0155,POINT (-78.36790000000001 35.0155)
955,1978,Sampson,1,T & M Sow Farm,6634,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,6335534,-78.2589,35.0205,POINT (-78.2589 35.0205)
888,5000,Sampson,1,Pope's Pig Palace,1075,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,955000,-78.2475,35.0228,POINT (-78.2475 35.0228)
977,7040,Sampson,1,H&C Farm,6680,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6526080,-78.1828,35.0115,POINT (-78.1828 35.0115)
954,10560,Duplin,2,Gilt Free Farms,10261,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,9789120,-78.1333,35.0183,POINT (-78.13330000000001 35.0183)
1275,7800,Duplin,3,"Rabon Nursery 1, 2 & 3",1168,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1489800,-78.1183,35.0236,POINT (-78.1183 35.0236)
1243,11200,Duplin,2,Sunshine Nurseries,1721,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,2139200,-78.0747,35.0234,POINT (-78.07470000000001 35.0234)
1162,6131,Duplin,4,"Turner Farms, LLC",16900,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,19637593,-78.0361,35.0222,POINT (-78.0361 35.0222)
387,3500,Duplin,1,Eco Systems I (Sows),28968,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,11210500,-77.9944,35.0361,POINT (-77.9944 35.0361)
879,2000,Duplin,2,"Benson Sow Farm, LLC",7288,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,6406000,-77.9381,35.0339,POINT (-77.93810000000001 35.0339)
628,12800,Duplin,3,Double C Farms,18894,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,11865600,-77.9278,35.0389,POINT (-77.9278 35.0389)
697,6400,Duplin,3,N&T Farm 1-8,8512,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5932800,-77.8975,35.031,POINT (-77.89749999999999 35.031)
224,7200,Duplin,2,"WBW Farms, Inc.",102954,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,23061600,-77.8553,35.0022,POINT (-77.8553 35.0022)
583,3840,Duplin,1,B-mack Farms LLC,1258,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,733440,-77.7623,35.0241,POINT (-77.7623 35.0241)
566,10800,Duplin,3,"Enviro Tech 1, 2 & 3",61117,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,34592400,-77.7839,35.0144,POINT (-77.7839 35.0144)
505,4750,Jones,2,Hill and Taylor Farm,30127,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,15214250,-77.6156,35.0386,POINT (-77.6156 35.0386)
881,3150,Jones,2,Keith Metts Farm,3314,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2920050,-77.5469,35.0022,POINT (-77.54689999999999 35.0022)
163,7450,Jones,2,Laniers' Farms TCB Inc,42369,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6906150,-77.5125,34.9894,POINT (-77.5125 34.9894)
549,3520,Jones,1,Rick Tyndall Farm,5944,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3263040,-77.4698,35.0058,POINT (-77.46980000000001 35.0058)
1002,10560,Jones,2,Triple K Farm,9770,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,9789120,-77.3289,35.0114,POINT (-77.3289 35.0114)
1179,6080,Sampson,1,"Ben Leonard, Jr.",985,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1161280,-78.5416,34.9896,POINT (-78.5416 34.9896)
959,10060,Sampson,1,"Belvoir Farm, Inc. 1-10, 11-14",9724,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,9325620,-78.4361,35.0055,POINT (-78.4361 35.0055)
708,3672,Sampson,1,Mike Herring Farm,4808,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-78.4467,35.0086,POINT (-78.44670000000001 35.0086)
1109,2880,Sampson,1,R & J Farms 13-16,2407,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2669760,-78.2642,34.9981,POINT (-78.2642 34.9981)
670,20992,Sampson,3,Farm 2037 and 2038,29044,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,19459584,-78.2221,35.0001,POINT (-78.2221 35.0001)
676,15912,Duplin,4,Bell Enterprises 5-8,21820,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,14750424,-77.9461,35.0097,POINT (-77.9461 35.0097)
548,2035,Duplin,2,Batchelor Sow Farm,11894,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,6518105,-77.9183,35.0139,POINT (-77.9183 35.0139)
847,6660,Duplin,4,Smith Farms,7289,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6173820,-77.8072,35.0203,POINT (-77.80719999999999 35.0203)
596,2640,Jones,1,Graham Junior Heath Farm,4106,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2447280,-77.7214,35.0036,POINT (-77.7214 35.0036)
566,6400,Jones,2,Potter's Hill Nursery #1 & #2,2160,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1222400,-77.6872,34.9897,POINT (-77.6872 34.9897)
341,2680,Jones,1,Weston Hog Farm,7286,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2484360,-77.6492,35.0036,POINT (-77.64919999999999 35.0036)
371,3520,Jones,1,Billy Mills Farm / Fatback Farm,8795,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3263040,-77.6031,34.9972,POINT (-77.6031 34.9972)
593,616,Jones,1,Frank Howard Farm,4011,Swine - Gilts,NC Dept. of Environmental Quality,Active,2378376,-77.5878,35.0081,POINT (-77.5878 35.0081)
537,1574,Cumberland,1,Bullard Farm,2717,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1459098,-78.7164,34.9727,POINT (-78.71639999999999 34.9727)
445,4000,Cumberland,2,P-16 A&B,28791,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,12812000,-78.6221,34.9595,POINT (-78.6221 34.9595)
1000,2600,Sampson,1,Triple D Nursery,497,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,496600,-78.5338,34.9783,POINT (-78.5338 34.9783)
372,6400,Sampson,2,Whitewoods Farm,15948,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5932800,-78.4891,34.9606,POINT (-78.48909999999999 34.9606)
762,10400,Sampson,3,Bearskin Nurseries,2607,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1986400,-78.445,34.9864,POINT (-78.44499999999999 34.9864)
974,2600,Sampson,1,JBK,510,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,496600,-78.4328,34.9844,POINT (-78.4328 34.9844)
1067,5240,Sampson,2,Concord #1 & #2,938,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1000840,-78.4044,34.9693,POINT (-78.4044 34.9693)
630,5305,Sampson,3,Williams Hog Farm,7806,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4917735,-78.3881,34.9649,POINT (-78.38809999999999 34.9649)
742,9792,Sampson,1,Bryan King Farms,12233,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,9077184,-78.2613,34.9718,POINT (-78.26130000000001 34.9718)
1009,4896,Sampson,2,Dail Brothers-Turkey Hog Farm,4498,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4538592,-78.1728,34.9848,POINT (-78.1728 34.9848)
1136,7344,Sampson,2,Whitehorse Farms Inc.,5993,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6807888,-78.1631,34.9815,POINT (-78.1631 34.9815)
767,3600,Duplin,2,2704 & 2706,15034,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,11530800,-78.1422,34.9692,POINT (-78.1422 34.9692)
934,7800,Duplin,3,"Jump and Run Farms, Inc.",1595,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1489800,-78.07,34.9714,POINT (-78.06999999999999 34.9714)
1131,2600,Duplin,1,Dail Brothers - Pig Crib Nursery,439,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,496600,-78.0292,34.9708,POINT (-78.0292 34.9708)
826,6400,Duplin,1,Earl Davis Farm Site II,7183,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5932800,-78.0171,34.9598,POINT (-78.0171 34.9598)
652,3552,Duplin,1,M & C Nursery,1041,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,678432,-77.9775,34.9783,POINT (-77.97750000000001 34.9783)
894,4320,Duplin,1,Billy Kilpatrick Farm,4479,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4004640,-77.9556,34.9847,POINT (-77.9556 34.9847)
510,1350,Duplin,1,2147,10220,Swine - Farrow to Feeder,NC Dept. of Environmental Quality,Active,5212350,-77.9097,34.9875,POINT (-77.9097 34.9875)
729,1760,Duplin,1,BGH Farm - Louis Howard # 2,2238,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1631520,-77.905,34.9894,POINT (-77.905 34.9894)
732,2448,Duplin,1,Ward Baker Farm,3100,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2269296,-77.7736,34.9817,POINT (-77.7736 34.9817)
549,5200,Duplin,2,Pigs-R-Us/Miller's Nursery,1809,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,993200,-77.7481,34.9786,POINT (-77.74809999999999 34.9786)
930,2448,Duplin,1,Brian Kennedy # 2,2440,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2269296,-77.7153,34.9858,POINT (-77.7153 34.9858)
866,2448,Jones,1,Sherall Houston Farm,2620,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2269296,-77.6769,34.9814,POINT (-77.6769 34.9814)
679,3840,Onslow,2,Watchoverya Farms #2,1080,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,733440,-77.6442,34.9797,POINT (-77.6442 34.9797)
465,12160,Cumberland,2,"OK Farms of Cedar Creek, LLC",4995,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,2322560,-78.7139,34.9404,POINT (-78.7139 34.9404)
